USER,PID,%CPU,%MEM,VSZ,RSS,TTY,STAT,START,TIME,COMMAND
root,1,0.0,0.1,170256,13204,?,Ss,mai06,0:06,/usr/lib/systemd/systemd,splash,--system,--deserialize,51
root,2,0.0,0.0,0,0,?,S,mai06,0:00,[kthreadd]
root,3,0.0,0.0,0,0,?,I<,mai06,0:00,[rcu_gp]
root,4,0.0,0.0,0,0,?,I<,mai06,0:00,[rcu_par_gp]
root,5,0.0,0.0,0,0,?,I<,mai06,0:00,[slub_flushwq]
root,6,0.0,0.0,0,0,?,I<,mai06,0:00,[netns]
root,8,0.0,0.0,0,0,?,I<,mai06,0:00,[kworker/0:0H-events_highpri]
root,10,0.0,0.0,0,0,?,I<,mai06,0:00,[mm_percpu_wq]
root,12,0.0,0.0,0,0,?,S,mai06,0:00,[rcu_tasks_kthre]
root,13,0.0,0.0,0,0,?,S,mai06,0:00,[rcu_tasks_rude_]
root,14,0.0,0.0,0,0,?,S,mai06,0:00,[rcu_tasks_trace]
root,15,0.0,0.0,0,0,?,S,mai06,0:17,[ksoftirqd/0]
root,16,0.0,0.0,0,0,?,I,mai06,0:15,[rcu_preempt]
root,17,0.0,0.0,0,0,?,S,mai06,0:00,[rcub/0]
root,18,0.0,0.0,0,0,?,S,mai06,0:00,[rcuc/0]
root,19,0.0,0.0,0,0,?,S,mai06,0:00,[migration/0]
root,20,0.0,0.0,0,0,?,S,mai06,0:00,[idle_inject/0]
root,22,0.0,0.0,0,0,?,S,mai06,0:00,[cpuhp/0]
root,23,0.0,0.0,0,0,?,S,mai06,0:00,[cpuhp/1]
root,24,0.0,0.0,0,0,?,S,mai06,0:00,[idle_inject/1]
root,25,0.0,0.0,0,0,?,S,mai06,0:00,[migration/1]
root,26,0.0,0.0,0,0,?,S,mai06,0:00,[rcuc/1]
root,27,0.0,0.0,0,0,?,S,mai06,0:06,[ksoftirqd/1]
root,29,0.0,0.0,0,0,?,I<,mai06,0:00,[kworker/1:0H-events_highpri]
root,30,0.0,0.0,0,0,?,S,mai06,0:00,[cpuhp/2]
root,31,0.0,0.0,0,0,?,S,mai06,0:00,[idle_inject/2]
root,32,0.0,0.0,0,0,?,S,mai06,0:00,[migration/2]
root,33,0.0,0.0,0,0,?,S,mai06,0:00,[rcuc/2]
root,34,0.0,0.0,0,0,?,S,mai06,0:06,[ksoftirqd/2]
root,36,0.0,0.0,0,0,?,I<,mai06,0:00,[kworker/2:0H-events_highpri]
root,37,0.0,0.0,0,0,?,S,mai06,0:00,[cpuhp/3]
root,38,0.0,0.0,0,0,?,S,mai06,0:00,[idle_inject/3]
root,39,0.0,0.0,0,0,?,S,mai06,0:00,[migration/3]
root,40,0.0,0.0,0,0,?,S,mai06,0:00,[rcuc/3]
root,41,0.0,0.0,0,0,?,S,mai06,0:06,[ksoftirqd/3]
root,43,0.0,0.0,0,0,?,I<,mai06,0:00,[kworker/3:0H-events_highpri]
root,44,0.0,0.0,0,0,?,S,mai06,0:00,[kdevtmpfs]
root,45,0.0,0.0,0,0,?,I<,mai06,0:00,[inet_frag_wq]
root,46,0.0,0.0,0,0,?,S,mai06,0:00,[kauditd]
root,48,0.0,0.0,0,0,?,S,mai06,0:00,[khungtaskd]
root,49,0.0,0.0,0,0,?,S,mai06,0:00,[oom_reaper]
root,50,0.0,0.0,0,0,?,I<,mai06,0:00,[writeback]
root,51,0.0,0.0,0,0,?,S,mai06,0:26,[kcompactd0]
root,52,0.0,0.0,0,0,?,SN,mai06,0:00,[ksmd]
root,53,0.0,0.0,0,0,?,SN,mai06,0:00,[khugepaged]
root,98,0.0,0.0,0,0,?,I<,mai06,0:00,[kintegrityd]
root,99,0.0,0.0,0,0,?,I<,mai06,0:00,[kblockd]
root,100,0.0,0.0,0,0,?,I<,mai06,0:00,[blkcg_punt_bio]
root,101,0.0,0.0,0,0,?,I<,mai06,0:00,[ata_sff]
root,102,0.0,0.0,0,0,?,I<,mai06,0:00,[edac-poller]
root,103,0.0,0.0,0,0,?,I<,mai06,0:00,[devfreq_wq]
root,105,0.0,0.0,0,0,?,S,mai06,0:00,[watchdogd]
root,106,0.0,0.0,0,0,?,I<,mai06,0:02,[kworker/0:1H-events_highpri]
root,107,0.0,0.0,0,0,?,S,mai06,0:11,[kswapd0]
root,109,0.0,0.0,0,0,?,I<,mai06,0:00,[kthrotld]
root,110,0.0,0.0,0,0,?,S,mai06,0:00,[irq/122-aerdrv]
root,111,0.0,0.0,0,0,?,S,mai06,0:00,[irq/123-aerdrv]
root,114,0.0,0.0,0,0,?,I<,mai06,0:00,[acpi_thermal_pm]
root,115,0.0,0.0,0,0,?,I<,mai06,0:00,[nvme-wq]
root,116,0.0,0.0,0,0,?,I<,mai06,0:00,[nvme-reset-wq]
root,117,0.0,0.0,0,0,?,I<,mai06,0:00,[nvme-delete-wq]
root,118,0.0,0.0,0,0,?,S,mai06,0:00,[scsi_eh_0]
root,119,0.0,0.0,0,0,?,I<,mai06,0:00,[scsi_tmf_0]
root,120,0.0,0.0,0,0,?,S,mai06,0:00,[scsi_eh_1]
root,121,0.0,0.0,0,0,?,I<,mai06,0:00,[scsi_tmf_1]
root,124,0.0,0.0,0,0,?,I<,mai06,0:00,[mld]
root,125,0.0,0.0,0,0,?,I<,mai06,0:02,[kworker/3:1H-events_highpri]
root,126,0.0,0.0,0,0,?,I<,mai06,0:00,[ipv6_addrconf]
root,136,0.0,0.0,0,0,?,I<,mai06,0:00,[kstrp]
root,137,0.0,0.0,0,0,?,I<,mai06,0:00,[zswap1]
root,138,0.0,0.0,0,0,?,I<,mai06,0:00,[zswap1]
root,139,0.0,0.0,0,0,?,I<,mai06,0:00,[zswap-shrink]
root,140,0.0,0.0,0,0,?,I<,mai06,0:31,[kworker/u9:0-i915_flip]
root,141,0.0,0.0,0,0,?,I<,mai06,0:00,[charger_manager]
root,165,0.0,0.0,0,0,?,I<,mai06,0:03,[kworker/1:1H-events_highpri]
root,192,0.0,0.0,0,0,?,I<,mai06,0:02,[kworker/2:1H-events_highpri]
root,204,0.0,0.0,0,0,?,S,mai06,0:05,[jbd2/sda2-8]
root,205,0.0,0.0,0,0,?,I<,mai06,0:00,[ext4-rsv-conver]
root,264,0.0,0.0,0,0,?,I<,mai06,0:00,[kmpathd]
root,265,0.0,0.0,0,0,?,I<,mai06,0:00,[kmpath_handlerd]
root,280,0.0,0.3,68112,30832,?,Ss,mai06,0:12,/usr/lib/systemd/systemd-journald
root,281,0.0,0.1,32044,9812,?,Ss,mai06,0:01,/usr/lib/systemd/systemd-udevd
root,371,0.0,0.0,0,0,?,S,mai06,0:22,[irq/51-DELL078B]
root,388,0.0,0.0,0,0,?,I<,mai06,0:00,[cryptd]
root,394,0.0,0.0,0,0,?,I<,mai06,0:00,[cfg80211]
root,417,0.0,0.0,0,0,?,S,mai06,0:00,[card0-crtc0]
root,418,0.0,0.0,0,0,?,S,mai06,0:00,[card0-crtc1]
root,419,0.0,0.0,0,0,?,S,mai06,0:00,[card0-crtc2]
root,422,0.0,0.0,0,0,?,S,mai06,0:17,[irq/128-i2c_hid]
root,424,0.0,0.0,0,0,?,I<,mai06,0:00,[kmemstick]
dbus,473,0.0,0.0,11332,6992,?,Ss,mai06,0:14,/usr/bin/dbus-daemon,--system,--address=systemd:,--nofork,--nopidfile,--systemd-activation,--syslog-only
polkitd,475,0.0,0.1,240192,10576,?,Ssl,mai06,0:06,/usr/lib/polkit-1/polkitd,--no-debug
root,477,0.0,0.1,50404,8548,?,Ss,mai06,0:01,/usr/lib/systemd/systemd-logind
root,501,0.0,0.2,334404,17076,?,Ssl,mai06,0:09,/usr/bin/NetworkManager,--no-daemon
root,514,0.0,0.1,243216,9480,?,Ssl,mai06,0:00,/usr/bin/ModemManager
root,534,0.0,0.0,11824,5304,?,Ss,mai06,0:00,/usr/lib/bluetooth/bluetoothd
root,539,0.0,0.0,26812,7696,?,Ss,mai06,0:00,/usr/bin/cupsd,-l
root,543,0.0,0.1,238644,8444,?,Ssl,mai06,0:00,/usr/bin/gdm
root,587,0.0,0.0,237412,7072,?,Ssl,mai06,0:00,/usr/lib/accounts-daemon
root,627,0.0,0.1,17308,8996,?,Ss,mai06,0:00,/usr/bin/wpa_supplicant,-u,-s,-O,/run/wpa_supplicant
root,723,0.0,0.1,244072,8828,?,Ssl,mai06,0:16,/usr/lib/upowerd
root,731,0.0,0.0,235848,5800,?,Ssl,mai06,0:00,/usr/lib/power-profiles-daemon
rtkit,740,0.0,0.0,22796,1272,?,SNsl,mai06,0:00,/usr/lib/rtkit-daemon
colord,760,0.0,0.1,243860,13524,?,Ssl,mai06,0:00,/usr/lib/colord
root,1385,0.0,0.1,394080,12364,?,Ssl,mai06,0:04,/usr/lib/udisks2/udisksd
root,1399,0.0,0.0,0,0,?,S<,mai06,0:00,[krfcommd]
root,13293,0.0,0.0,0,0,?,I<,mai06,0:00,[kworker/u9:1-hci0]
root,29931,0.0,0.0,0,0,?,S,15:28,0:00,[irq/126-mei_me]
root,29974,0.0,0.0,0,0,?,S,15:28,0:00,[ath9k-hwrng]
root,48684,0.0,0.1,388460,11416,?,Sl,19:11,0:00,gdm-session-worker,[pam/gdm-password]
henrique,48698,0.0,0.1,20804,12576,?,Ss,19:11,0:00,/usr/lib/systemd/systemd,--user
henrique,48701,0.0,0.0,173664,4952,?,S,19:11,0:00,(sd-pam)
henrique,48712,0.0,0.1,312524,9848,?,SLsl,19:11,0:00,/usr/bin/gnome-keyring-daemon,--foreground,--components=pkcs11,secrets,--control-directory=/run/user/1000/keyring
henrique,48719,0.0,0.0,10180,6460,?,Ss,19:11,0:02,/usr/bin/dbus-daemon,--session,--address=systemd:,--nofork,--nopidfile,--systemd-activation,--syslog-only
henrique,48725,0.0,0.0,231856,5524,tty2,Ssl+,19:11,0:00,/usr/lib/gdm-wayland-session,/usr/bin/gnome-session
henrique,48731,0.0,0.2,371648,16232,tty2,Sl+,19:11,0:00,/usr/lib/gnome-session-binary
henrique,48775,0.0,0.0,87816,4888,?,Ssl,19:11,0:00,/usr/lib/gnome-session-ctl,--monitor
henrique,48777,0.0,0.2,593664,17892,?,Ssl,19:11,0:00,/usr/lib/gnome-session-binary,--systemd-service,--session=gnome
henrique,48792,4.2,3.6,5393572,292756,?,Rsl,19:11,4:12,/usr/bin/gnome-shell
henrique,48858,0.0,0.1,315392,9236,?,Ssl,19:11,0:00,/usr/lib/gvfsd
henrique,48864,0.0,0.0,452872,6044,?,Sl,19:11,0:00,/usr/lib/gvfsd-fuse,/run/user/1000/gvfs,-f
henrique,48874,0.0,0.0,381876,7400,?,Ssl,19:11,0:00,/usr/lib/at-spi-bus-launcher
henrique,48881,0.0,0.0,8472,4768,?,S,19:11,0:00,/usr/bin/dbus-daemon,--config-file=/usr/share/defaults/at-spi2/accessibility.conf,--nofork,--print-address,12,--address=unix:path=/run/user/1000/at-spi/bus
henrique,48897,0.0,0.0,305612,5064,?,Ssl,19:11,0:00,/usr/lib/xdg-permission-store
henrique,48899,0.0,0.2,659932,18688,?,Sl,19:11,0:00,/usr/lib/gnome-shell-calendar-server
henrique,48908,0.0,0.4,1820264,33376,?,S<sl,19:11,0:01,/usr/bin/pulseaudio,--daemonize=no,--log-target=journal
henrique,48911,0.0,0.0,229136,5324,?,Ssl,19:11,0:00,/usr/lib/dconf-service
henrique,48920,0.0,0.1,431820,14060,?,Ssl,19:11,0:00,/usr/lib/gvfs-udisks2-volume-monitor
henrique,48936,0.0,0.5,1395800,45116,?,Ssl,19:11,0:00,/usr/lib/evolution-source-registry
henrique,48939,0.0,0.0,307908,6228,?,Ssl,19:11,0:00,/usr/lib/gvfs-gphoto2-volume-monitor
henrique,48951,0.0,0.0,305840,5992,?,Ssl,19:11,0:00,/usr/lib/gvfs-goa-volume-monitor
henrique,48957,0.0,0.4,783272,38408,?,Sl,19:11,0:00,/usr/lib/goa-daemon
henrique,48958,0.0,0.0,311620,7808,?,Sl,19:11,0:00,/usr/lib/pulse/gsettings-helper
henrique,48971,0.0,0.1,384976,8724,?,Sl,19:11,0:00,/usr/lib/goa-identity-service
henrique,48978,0.0,0.1,390324,8272,?,Ssl,19:11,0:00,/usr/lib/gvfs-afc-volume-monitor
henrique,48985,0.0,0.0,306016,5252,?,Ssl,19:11,0:00,/usr/lib/gvfs-mtp-volume-monitor
henrique,48993,0.0,0.3,890460,24364,?,Ssl,19:11,0:00,/usr/lib/evolution-calendar-factory
henrique,49005,0.0,0.3,815988,27144,?,Ssl,19:11,0:00,/usr/lib/evolution-addressbook-factory
henrique,49027,0.0,0.3,2726020,26252,?,Sl,19:11,0:00,/usr/bin/gjs,/usr/share/gnome-shell/org.gnome.Shell.Notifications
henrique,49035,0.0,0.0,234892,6296,?,Sl,19:11,0:00,/usr/lib/at-spi2-registryd,--use-gnome-session
henrique,49042,0.0,0.1,385028,11664,?,Ssl,19:11,0:01,/usr/bin/ibus-daemon,--panel,disable
henrique,49043,0.0,0.0,379800,6240,?,Ssl,19:11,0:00,/usr/lib/gsd-a11y-settings
henrique,49044,0.0,0.3,453720,25708,?,Ssl,19:11,0:00,/usr/lib/gsd-color
henrique,49048,0.0,0.1,429108,11660,?,Ssl,19:11,0:00,/usr/lib/gsd-datetime
henrique,49049,0.0,0.0,531552,7748,?,Ssl,19:11,0:00,/usr/lib/gsd-housekeeping
henrique,49051,0.0,0.3,452524,24112,?,Ssl,19:11,0:00,/usr/lib/gsd-keyboard
henrique,49053,0.0,0.3,941432,28012,?,Ssl,19:11,0:00,/usr/lib/gsd-media-keys
henrique,49056,0.0,0.3,867708,29248,?,Ssl,19:11,0:00,/usr/lib/gsd-power
henrique,49057,0.0,0.1,394404,11036,?,Ssl,19:11,0:00,/usr/lib/gsd-print-notifications
henrique,49059,0.0,0.0,527212,6196,?,Ssl,19:11,0:00,/usr/lib/gsd-rfkill
henrique,49061,0.0,0.0,305740,4656,?,Ssl,19:11,0:00,/usr/lib/gsd-screensaver-proxy
henrique,49062,0.0,0.1,531148,8196,?,Ssl,19:11,0:00,/usr/lib/gsd-sharing
henrique,49066,0.0,0.0,458820,7816,?,Ssl,19:11,0:00,/usr/lib/gsd-smartcard
henrique,49070,0.0,0.1,389308,8944,?,Ssl,19:11,0:00,/usr/lib/gsd-sound
henrique,49073,0.0,0.0,530960,7132,?,Ssl,19:11,0:00,/usr/lib/gsd-usb-protection
henrique,49077,0.0,0.3,526572,25192,?,Ssl,19:11,0:00,/usr/lib/gsd-wacom
henrique,49111,0.0,0.3,2726148,26224,?,Sl,19:11,0:00,/usr/bin/gjs,/usr/share/gnome-shell/org.gnome.ScreenSaver
henrique,49115,0.0,0.1,451584,15708,?,Sl,19:11,0:00,/usr/lib/gsd-printer
henrique,49186,0.0,0.8,1025364,67132,?,Sl,19:11,0:00,/usr/lib/evolution-data-server/evolution-alarm-notify
henrique,49189,0.0,0.1,229036,15908,?,Sl,19:11,0:00,/usr/bin/touchegg
henrique,49200,0.0,0.0,306736,6656,?,Sl,19:11,0:00,/usr/lib/gsd-disk-utility-notify
henrique,49215,1.5,1.1,789292,93088,?,Sl,19:11,1:34,/usr/bin/Xwayland,:0,-rootless,-noreset,-accessx,-core,-auth,/run/user/1000/.mutter-Xwaylandauth.LA4L41,-listenfd,4,-listenfd,5,-displayfd,6,-initfd,7
henrique,49289,0.0,0.0,306644,6736,?,Sl,19:11,0:00,/usr/lib/ibus/ibus-dconf
henrique,49290,0.0,0.3,459184,31172,?,Sl,19:11,0:02,/usr/lib/ibus/ibus-extension-gtk3
henrique,49305,0.0,0.0,306588,6336,?,Sl,19:11,0:00,/usr/lib/ibus/ibus-portal
henrique,49349,0.0,0.0,232940,5888,?,Sl,19:11,0:00,/usr/lib/ibus/ibus-engine-simple
